id	content_type	sentence
1122	other	ona li wile ala kute e ni.
1123	other	ona li wile jo e ilo.
1124	other	ona li wile mute e ni.
1125	other	ona li wile pakala e pipi.
1126	other	ona mute li nasa e jan suli.
1127	other	ona mute li tawa utala
1128	other	ona mute li utala toki.
1129	other	ona mute
1130	other	ona
1131	other	Ontula
1132	other	o olin e jan poka.
1133	other	o open e lupa!
1134	other	o pali!
1135	other	o pana e namako, tawa mi.
1136	other	o pana e pona tawa ma.
1137	other	o pana e sike, tawa mi.
1138	other	o pana e sitelen ma, tawa mi.
1139	other	o pana e suwi, tawa mi!
1140	other	open
1141	other	open (e)
1142	other	open la
1143	other	open
1144	other	open
1145	other	open
1146	other	o pilin e nena.
1147	other	o pilin e uta mi, kepeken uta sina!
1148	other	Osalasi
1149	other	Oselija
1150	other	o !
1151	other	o sona ala. o pali.
1152	other	o sona e sina!
1153	other	o !
1154	other	o tawa!
1155	other	o tawa ma tomo poka jan pona sina!
1156	other	o tawa musi poka mi!
1157	other	... o tawa tomo sina!
1158	other	o tu.
1159	other	o tu e palisa ni.
1160	other	o
1161	other	o wan!
1162	other	o weka e jan lili, tan ni.
1163	other	o weka e len sina.
1164	other	pakala
1165	other	pakala
1166	other	pakala (e)
1167	other	pakala!
1168	other	pakala!
1169	other	pakala!
1170	other	pakala
1171	other	pakala
1172	other	pakala
1173	other	Pakisan
1174	other	Palakawi
1175	other	Palani
1176	other	Palata
1177	other	pali
1178	other	pali
1179	other	pali ala
1180	other	pali e ike tawa
1181	other	pali (e)
1182	other	pali li ike tawa mi.
1183	other	pali li pana e sona.
1184	other	pali
1185	other	pali
1186	other	pali pona li lawa tawa lon.
1187	other	pali pona
1188	other	palisa (e)
1189	other	palisa lili noka
1190	other	palisa luka
1191	other	palisa mije li lawa e mije.
1192	other	palisa mije
1193	other	palisa (mije)
1194	other	palisa
1195	other	palisa
1196	other	palisa
1197	other	palisa sina li kiwen
1198	other	palisa tawa
1199	other	palisa uta
1200	other	pali
1201	other	pali
1202	other	pali
1203	other	pana
1204	other	pana e ko jaki
1205	other	pana e kon (pi pilin) pona
1206	other	pana e moku tawa
1207	other	pana e palisa lon lupa
1208	other	pana e palisa uta lon
1209	other	pana e pilin pona tawa
1210	other	pana e sona
1211	other	pana e telo jelo
1212	other	pana e telo oko
1213	other	pana e telo (walo) mije
1214	other	pana e uta lon lupa (meli)
1215	other	pana e uta lon palisa
1216	other	pana (e)
1217	other	Panama
1218	other	pana
1219	other	pana
1220	other	pana wawa
1221	other	pan
1222	other	Panla
1223	other	pan ni li moku ike.
1224	other	pan
1225	other	pan
1226	other	Papeto
1227	other	Papuwanijukini
1228	other	Pasila
1229	other	Pawama
1230	other	Pelalusi
1231	other	Pelu
1232	other	Pemuta
1233	other	Penesuwela
1234	other	Penin
1235	other	Pesije
1236	other	pilin
1237	other	pilin
1238	other	pilin ala
1239	other	pilin e ike jan
1240	other	pilin e moli jan
1241	other	pilin (e)
1242	other	pilin e weka jan
1243	other	pilin
1244	other	pilin
1245	other	pilin
1246	other	pilin
1247	other	pilin ike tan
1248	other	pilin ike tawa
1249	other	pilin ike
1250	other	pilin ike wawa
1251	other	pilin nasa
1252	other	pilin nasa
1253	other	pilin
1254	other	pilin pona li pana e sijelo pona.
1255	other	pilin pona mute
1256	other	pilin pona tan
1257	other	pilin pona
1258	other	pilin
1259	other	pilin
1260	other	pilin wawa
1261	other	pilin wawa (unpa)
1262	other	Pilipina
1263	other	Pilisin
1264	other	pimeja
1265	other	pimeja
1266	other	pimeja (e)
1267	other	pimeja laso
1268	other	pimeja li lon
1269	other	pimeja
1270	other	pini
1271	other	pini
1272	other	pini
1273	other	pini (e)
1274	other	pini li pona la ale li pona.
1275	other	pini
1276	other	pini palisa
1277	other	pini pi nena mama
1278	other	pini pi sike sune
1279	other	pini
1280	other	pipi
1281	other	pipi
1282	other	pipi li lon ala lon poka mi?
1283	other	pipi li lon anpa mi.
1284	other	pipi li lukin li unpa.
1285	other	pipi li moku ala moku e kili?
1286	other	pipi li moku e kasi.
1287	other	pipi li moku e mi.
1288	other	pipi li moli.
1289	other	pipi li wile moku e telo.
1290	other	pipi
1291	other	pipi pi ma mama mi li lili.
1292	other	pipi seme li pakala e sina?
1293	other	pi
1294	other	pi
1295	other	Pisi
1296	other	Piten
1297	other	poka
1298	other	poka
1299	other	poka mi li pakala.
1300	other	poka
1301	other	, poka
1302	other	Pokasi
1303	other	poka
1304	other	poka telo
1305	other	poki
1306	other	poki
1307	other	poki kon
1308	other	poki lete
1309	other	poki ni li lon jaki.
1310	other	poki
1311	other	poki seli
1312	other	poki telo
1313	other	poki
1314	other	pona
1315	other	pona
1316	other	pona e pilin jan
1317	other	pona (e)
1318	other	pona
1319	other	pona!
1320	other	pona la
1321	other	pona lukin
1322	other	pona lukin
1323	other	pona moku
1324	other	pona
1325	other	pona
1326	other	pona unpa
1327	other	pona
1328	other	pona!
1329	other	Posan
1330	other	Posuka
1331	other	Potuke
1332	other	pu
1333	other	pu
1334	other	pu
1335	other	sama
1336	other	sama
1337	other	sama li ike.
1338	other	Samalino
1339	other	sama
1340	other	, sama
1341	other	sama
1342	other	sama
1343	other	Sameka
1344	other	Samowa
1345	other	Sasali
1346	other	Sawa
1347	other	Sawasi
1348	other	Seki
1349	other	seli
1350	other	seli
1351	other	seli (e)
1352	other	seli lili li lon.
1353	other	seli li lon.
1354	other	seli li lon
1355	other	seli li lon la mi pana e telo, tan selo mi.
1356	other	seli mute li lon.
1357	other	seli
1358	other	seli suno li seli e tomo mi.
1359	other	seli suno
1360	other	seli
1361	other	selo lon pini palisa
1362	other	selo mi li wile e ni: mi pilin e ona.
1363	other	selo
1364	other	selo
1365	other	selo
1366	other	selo
1367	other	seme li lon poka mi?
1368	other	seme li lon tomo mi?
1369	other	seme li moku e kili mi?
1370	other	seme li pona tawa sina?
1371	other	seme li utala e sina?
1372	other	seme?
1373	other	seme
1374	other	seme
1375	other	Seneka
1376	other	:
1377	other	,
1378	other	.
1379	other	!
1380	other	?
1381	other	""""
1382	other	Setapika
1383	other	sewi
1384	other	sewi
1385	other	sewi (e)
1386	other	sewi
1387	other	sewi
1388	other	sewi li laso.
1389	other	sewi monsi
1390	other	sewi
1391	other	sewi pi sinpin lawa
1392	other	sewi
1393	other	sijelo
1394	other	sijelo
1395	other	sijelo
1396	other	sijelo (e)
1397	other	sijelo
1398	other	sijelo
1399	other	sike
1400	other	sike
1401	other	sike
1402	other	sike (e)
1403	other	sike mama waso
1404	other	sike mije
1405	other	sike mije (tu)
1406	other	sike
1407	other	sike suno wan
1408	other	sike tu
1409	other	Sile
1410	other	sin
1411	other	sin
1412	other	sina jo e kili anu telo nasa?
1413	other	sina kama anu seme?
1414	other	sina kama e ni: mi wile moku.
1415	other	sina kama jo e jan pona, lon ni.
1416	other	sina kama, tan ma seme?
1417	other	sina kama, tan seme?
1418	other	sina ken ala ken kama?
1419	other	sina ken ala ken lape?
1420	other	sina kepeken ala kepeken ni?
1421	other	sina lon ala lon ma tomo Wankuwa?
1422	other	sina lon ma tomo seme?
1423	other	sina lon seme?
1424	other	sina lon seme?
1425	other	sina lukin ala lukin e kiwen?
1426	other	sina lukin ala lukin e sitelen tawa X-Files?
1427	other	sina lukin e jan seme?
1428	other	sina lukin e pipi.
1429	other	sina lukin e seme?
1430	other	sina lukin sewi e suno.
1431	other	sina moku e telo nasa la sina nasa.
1432	other	sina moli la sina ken ala toki.
1433	other	sina o telo e sina!
1434	other	sina pakala e ilo, kepeken nasin seme?
1435	other	sina pakala e seme?
1436	other	sina pali e ni kepeken nasin seme?
1437	other	sina pana ala pana e moku tawa jan lili?
1438	other	sina pana e ike la sina kama jo e ike.
1439	other	sina pilin e seme?
1440	other	sina pilin seme?
1441	other	sina pilin seme?
1442	other	sina pona ala pona?
1443	other	sina pona anu seme?
1444	other	sina pona pilin la ...
1445	other	sina pona.
1446	other	sina
1447	other	sina sona ala sona e toki Inli?
1448	other	sina sona ala sona e toki mi?
1449	other	sina sona e toki ni la sina sona e toki pona!
1450	other	sina suli a!
1451	other	sina suli.
1452	other	sina suno mi.
1453	other	sina tawa ma tomo tan seme?
1454	other	sina tawa poka jan seme?
1455	other	sina toki e ni tawa mi: sina moku.
1456	other	sina toki tawa jan seme?
1457	other	sina toki, tawa mi anu ona?
1458	other	sina toki tawa mi anu seme?
1459	other	sina wile ala wile moku?
1460	other	sina wile ala wile pali? wile ala.
1461	other	sina wile e mani anu seme?
1462	other	sina wile e moku anu telo?
1463	other	sina wile kama anu seme?
1464	other	sina wile kama tawa tomo toki.
1465	other	sina wile kepeken ilo.
1466	other	sina wile moku anu seme?
1467	other	sina wile pali e seme?
1468	other	sina wile tawa ma seme?
1469	other	sina wile tawa telo suli.
1470	other	sina wile toki e tan tawa mi.
1471	other	sina wile toki, tawa mije anu meli?
1472	other	sina
1473	other	sin en ante li sin e lawa li pana e sona.
1474	other	sin (e)
1475	other	Sinita
1476	other	sin
1477	other	sin
1478	other	sinpin
1479	other	sinpin
1480	other	sinpin (lawa)
1481	other	sinpin
1482	other	sinpin
1483	other	Sipusi
1484	other	sitelen
1485	other	sitelen
1486	other	sitelen e toki
1487	other	sitelen (e)
1488	other	sitelen lape
1489	other	sitelen ma
1490	other	sitelen
1491	other	sitelen
1492	other	sitelen pi ilo nanpa
1493	other	"sitelen tawa ""Bowling for Columbine"" li pona kin."
1494	other	"sitelen tawa ""Fahrenheit 9/11"" li pona, tawa mi."
1495	other	sitelen tawa
1496	other	sitelen toki
1497	other	sitelen unpa
1498	other	sona
1499	other	sona e toki
1500	other	sona (e)
1501	other	sona mute
1502	other	sona
1503	other	sona pona e toki
1504	other	sona
1505	other	sona
1506	other	sona
1507	other	sona
1508	other	Sonko
1509	other	Sopisi
1510	other	soweli
1511	other	soweli li kama moli.
1512	other	soweli lili pi ilo nanpa
1513	other	soweli li toki e mu.
1514	other	soweli
1515	other	soweli
1516	other	soweli mi li kama moli.
1517	other	soweli ni li pona moku.
1518	other	soweli
1519	other	soweli pi poki sinpin
1520	other	Sukosi
1521	other	suli
1522	other	suli
1523	other	suli
1524	other	suli
1525	other	suli (e)
1526	other	Sulija
1527	other	suli
1528	other	Sumi
1529	other	suno
1530	other	suno
1531	other	suno (e)
1532	other	suno li jelo.
1533	other	suno li lon
1534	other	suno li lon
1535	other	suno li lon poka pimeja.
1536	other	suno li lon sewi mi.
1537	other	suno li lon sewi.
1538	other	suno li suli.
1539	other	suno li suno.
1540	other	suno
1541	other	suno pona!
1542	other	suno
1543	other	supa
1544	other	supa
1545	other	supa lape
1546	other	supa lape
1547	other	supa lawa
1548	other	supa moku
1549	other	supa monsi
1550	other	supa
1551	other	supa pali
1552	other	supa
1553	other	Sutan
1554	other	Suwasi
1555	other	suwi
1556	other	suwi (e)
1557	other	suwi lukin
1558	other	suwi
1559	other	suwi
1560	other	suwi
1561	other	tan
1562	other	tan
1563	other	, tan
1564	other	tan
1565	other	Tansi
1566	other	tan
1567	other	taso
1568	other	taso
1569	other	taso
1570	other	taso
1571	other	tawa
1572	other	tawa
1573	other	tawa (e)
1574	other	tawa musi
1575	other	tawa
1576	other	tawa pona!
1577	other	tawa pona!
1578	other	, tawa
1579	other	tawa
1580	other	tawa
1581	other	Tawi
1582	other	telo
1583	other	telo
1584	other	telo e mi
1585	other	telo (e)
1586	other	telo jaki lon nena sinpin
1587	other	telo jelo
1588	other	telo jelo
1589	other	telo kili
1590	other	telo kili ni li suwi.
1591	other	telo kiwen
1592	other	telo kiwen lili li kama
1593	other	telo li kama
1594	other	telo lili li lon kon
1595	other	telo li pona.
1596	other	telo li pona.
1597	other	telo li pona.
1598	other	telo li suli.
1599	other	telo loje
1600	other	telo (loje) mun
1601	other	telo mama soweli
1602	other	telo nasa
1603	other	telo nasa
1604	other	telo nasa
1605	other	telo nasa loje seli
1606	other	telo nasa pi wawa ala
1607	other	telo nasa pona!
1608	other	telo nasa wawa
1609	other	telo
1610	other	telo ona
1611	other	telo pi lape ala
1612	other	telo seli
1613	other	telo seli jelo
1614	other	telo seli pimeja pi lape ala
1615	other	telo seli wawa
1616	other	telo seli wawa
1617	other	telo sijelo loje
1618	other	telo suli li ike, tawa mi.
1619	other	telo suli li laso.
1620	other	telo (walo) mije
1621	other	telo walo mije
1622	other	telo
1623	other	telo
1624	other	telo wawa
1625	other	telo wawa
1626	other	tenpo
1627	other	tenpo
1628	other	tenpo ala
1629	other	tenpo ale
1630	other	tenpo ali la o kama sona!
1631	other	tenpo kama
1632	other	tenpo kama la mi lape.
1633	other	tenpo kama lili
1634	other	tenpo kama
1635	other	tenpo lete
1636	other	tenpo lili
1637	other	tenpo lili la mi wile weka
1638	other	tenpo lili
1639	other	tenpo li sijelo e sijelo ike ale.
1640	other	tenpo li tawa la sona li kama.
1641	other	tenpo moku
1642	other	tenpo mun
1643	other	tenpo mun nanpa luka luka
1644	other	tenpo mun nanpa luka luka tu
1645	other	tenpo mun nanpa luka luka wan
1646	other	tenpo mun nanpa luka
1647	other	tenpo mun nanpa luka tu
1648	other	tenpo mun nanpa luka tu tu
1649	other	tenpo mun nanpa luka tu wan
1650	other	tenpo mun nanpa luka wan
1651	other	tenpo mun nanpa tu
1652	other	tenpo mun nanpa tu tu
1653	other	tenpo mun nanpa tu wan
1654	other	tenpo mun nanpa wan
1655	other	tenpo mute
1656	other	tenpo mute
1657	other	tenpo ni la mi lon.
1658	other	tenpo ni
1659	other	tenpo ni
1660	other	tenpo
1661	other	tenpo pimeja
1662	other	tenpo pimeja
1663	other	tenpo pimeja ni la mun li suli.
1664	other	tenpo pimeja ni
1665	other	tenpo pimeja pini la mi kama nasa.
1666	other	tenpo pimeja pini la mi lukin e sitelen tawa X-Files.
1667	other	tenpo pimeja pini
1668	other	tenpo pi mute seme la sina sike e suno?
1669	other	tenpo pini la mi weka.
1670	other	tenpo pini
1671	other	tenpo pini
1672	other	tenpo pona Kolisu
1673	other	tenpo seli
1674	other	tenpo seme la ona li kama lon tomo sina?
1675	other	tenpo seme?
1676	other	tenpo sike
1677	other	tenpo sin
1678	other	tenpo suli
1679	other	tenpo suno
1680	other	tenpo suno
1681	other	tenpo suno kama la mi pali e lipu sin.
1682	other	tenpo suno kama la mi wile pali.
1683	other	tenpo suno kama
1684	other	tenpo suno kama
1685	other	tenpo suno mute li pini la mi tawa tomo.
1686	other	tenpo suno nanpa luka
1687	other	tenpo suno nanpa luka tu
1688	other	tenpo suno nanpa luka wan
1689	other	tenpo suno nanpa tu
1690	other	tenpo suno nanpa tu tu
1691	other	tenpo suno nanpa tu wan
1692	other	tenpo suno nanpa wan
1693	other	tenpo suno ni
1694	other	tenpo suno ni
1695	other	tenpo suno pini la wan pi ilo HTML li pona lili. tenpo suno pini la wan pi ilo HTML li pona mute.
1696	other	tenpo suno pini
1697	other	tenpo suno pini
1698	other	tenpo suno pi pali ala
1699	other	tenpo suno sin ale la sina moku e telo seli pimeja
1700	other	tenpo suno sin
1701	other	tenpo telo
1702	other	tenpo
1703	other	tenpo tu tu la mi sike e suno.
1704	other	toki
1705	other	toki
1706	other	toki Alapi
1707	other	toki Apikan
1708	other	toki Awasa
1709	other	toki Epelanto
1710	other	toki Epelanto
1711	other	toki (e)
1712	other	toki Ewantalu
1713	other	toki!
1714	other	toki!
1715	other	toki ike lon
1716	other	toki ike tawa
1717	other	toki ike
1718	other	toki Inli
1719	other	toki Inli li pona.
1720	other	toki Inli pona
1721	other	toki Insi
1722	other	toki Intelinka
1723	other	toki!
1724	other	toki Inu
1725	other	toki Ipo
1726	other	toki Ito
1727	other	toki Iwisi
1728	other	toki Jolupa
1729	other	toki Kalike
1730	other	toki Kanse
1731	other	toki Kantun
1732	other	toki Kisawili
1733	other	toki Kuwenja
1734	other	toki
1735	other	toki
1736	other	toki
1737	other	toki
1738	other	toki li pona.
1739	other	toki li pona, tawa mi.
1740	other	toki Lolan
1741	other	toki Loma
1742	other	toki lon toki
1743	other	toki Losupan
1744	other	toki Lunasimi
1745	other	toki Malasi
1746	other	toki nanpa wan
1747	other	toki Nosiki sin
1748	other	toki
1749	other	toki Olapu
1750	other	toki Pansapi
1751	other	toki Pasiki
1752	other	toki Pasuto
1753	other	toki Pitaha
1754	other	toki pona e toki
1755	other	toki pona li pona, tawa mi.
1756	other	toki pona li toki pona.
1757	other	toki pona lon
1758	other	toki pona tawa
1759	other	toki pona
1760	other	toki pona
1761	other	toki pona
1762	other	toki Sami
1763	other	toki Sankitu
1764	other	toki Sinan
1765	other	toki sitelen
1766	other	toki sona
1767	other	toki Tamasiko
1768	other	toki Tami
1769	other	toki tan toki pi jan Pokakijo
1770	other	toki Teluku
1771	other	toki utala pi pimeja soweli
1772	other	toki utala tawa
1773	other	toki Utu
1774	other	toki
1775	other	Toko
1776	other	Tominika
1777	other	tomo
1778	other	tomo
1779	other	tomo
1780	other	tomo
1781	other	tomo lape
1782	other	tomo mani
1783	other	tomo mi li weka, tan ni.
1784	other	tomo moku
1785	other	tomo moku
1786	other	tomo
1787	other	tomo pali
1788	other	tomo pi ijo kama jo
1789	other	tomo pi jan Lisa
1790	other	tomo pi mi mute li pakala.
1791	other	tomo pi ona mute
1792	other	tomo pi telo en moku pana.
1793	other	tomo pi telo nasa
1794	other	tomo pona mi
1795	other	tomo sona
1796	other	tomo tawa
1797	other	tomo tawa kon
1798	other	tomo tawa telo
1799	other	tomo telo
1800	other	tomo telo
1801	other	tomo unpa
1802	other	tomo unpa
1803	other	tomo unpa
1804	other	tomo
1805	other	Tona
1806	other	Tosi
1807	other	tu
1808	other	tu
1809	other	tu (e)
1810	other	Tuki
1811	other	Tunisi
1812	other	tu
1813	other	tu tu
1814	other	tu
1815	other	Tuwalu
1816	other	tu wan
1817	other	Ukanta
1818	other	Ukawina
1819	other	Ulukawi
1820	other	Uman
1821	other	unpa
1822	other	unpa
1823	other	unpa (e)
1824	other	unpa
1825	other	unpa li pona
1826	other	unpa nasa
1827	other	unpa
1828	other	unpa sama soweli
1829	other	unpa
1830	other	unpa uta
1831	other	unpa
1832	other	uta
1833	other	uta
1834	other	uta e
1835	other	uta (e)
1836	other	utala
1837	other	utala
1838	other	utala (e)
1839	other	utala li ike.
1840	other	utala li ike, tawa mi.
1841	other	utala
1842	other	utala
1843	other	uta
1844	other	uta
1845	other	uta
1846	other	Utun
1847	other	walo
1848	other	walo (e)
1849	other	walo
1850	other	walo pimeja
1851	other	walo uta
1852	other	walo
1853	other	walo
1854	other	wan
1855	other	wan
1856	other	wan (e)
1857	other	wan
1858	other	wan
1859	other	wan sijelo
